num,id,content
140,agong,3日延安 18次中醫 25000里長征 熟悉國共史
141,jzasd22,不管是哪裡，都別貪這種便宜
142,hohuihsin,把你抓去賣啊
143,chungkai,"全都購物團吧  要不買,你應該走不出來真的統戰,我還比較放心"
144,slimu0001,統戰行程
145,chister,土產店賺回來啊
146,ak904,"每天早中晚3個購物站,消費不夠不走行程."
147,funkD,別傻了 一分錢一分貨統戰行程還很安全的 如果不是你就知道...
148,ahw12000,走著上飛機 躺著回國
149,mudee,去當人肉被宰還要自己貼錢 根本貴中國旅遊  貼錢叫我去 我也不想去！
150,apple00,我都去南寧投資團 一毛都不用出
151,SRNOB,南寧翻版
152,Shin722,會被導遊拉去某地點強迫消費，沒買還會酸人
153,Kuang11230,這種為何都不禁止
154,mopigou,集中營不用錢
155,waitress,統戰
156,tengerinedog,單位是美金
157,EggAcme,統戰吧
158,Aerci,拉攏老人的旅遊
159,dearjohn,出遊日是不是包含明年111？
160,insect0816,肯定每天都拉去購物站 關門放狗
161,kelune,一樓的腦袋？
162,cpcpao,記得帶豬瘟回來
163,ymuit,是購物旅行...導遊會帶你們去買買買但是最後一天 要包大紅包塞給導遊和司機ZZ是我親戚的經驗 以前常去 後來近幾年不再去
164,AirPenguin,這種不就逼你買東西的
165,imanda0324,要嘛就不參加，要嘛跟了就要買，不然很沒品
166,citi,統戰啊，貼錢讓你去玩
167,wwpuma,現在宮廟統戰團完全不用錢啊！落地招待，晚上還有人陪你睡覺，快去報名！
168,citima,誰敢
169,aikoDisk,購物團啦 一天可能坐車12小時 景點就下去幾十分鐘
170,chules,我還是不想去
171,darknote,八卦前陣子才有板友家人去中國參加這類行程被噱買盤子花了十萬左右的樣子有空往前翻看看
172,summersha,過去回不來 母湯
173,Cersei,不用錢都不去
174,jetzake,1000元+一顆腎就差不多了吧
175,jims123,不想去
176,GW1014,送中還跟你收錢喔
177,bassmaster,那個在車上會一直統戰XD
178,ethan30213,統戰阿 都多久了
179,dream01212,給我錢我也不會去
180,billy5588tw,根本不想
181,LITTLEDENNY,誰敢去
182,F93935, https://i.imgur.com/HgHk6uf.jpg
183,DarthCod,怎麼被抓出來的蟑螂沒幾隻白的？
184,ilovettb,人家醫生 手術刀不小心劃了一下 你幹嘛
185,sharkimage,https://i.imgur.com/zhtO3Xx.jpg抹黑柯很爽齁
186,sharkimage,https://i.imgur.com/w7M7gVu.jpg
187,newrider,還是藍綠的舊政治比較合您胃口齁
188,vincentkuo,還在說抹黑 柯糞眼睛被抹屎了嗎
189,KEYSOLIDER,一直貼重複的文 急的不得了
190,crusaders811,是誰抹誰啊笑死
191,stocktonty,如果讓這種人處理國際關係會是災難
192,taikonkimo,蔡英文連自家護衛買菸都切割 卡神也切割 所以同樣標準嗎
193,Westzone,早說柯憤跟藍綠粉沒兩樣..還有臉喊超越藍綠，噁心
194,chuchichan,比藍綠更垃圾的牆頭草
195,jarhys,柯粉定義的新政治好像都不太一樣
196,james732,工業4.0是什麼可以吃ㄇ
197,F93935,我們要挖石油懂？
198,threebig,最期待明年高雄開票了
199,hoberg,高雄人被民黨荼毒二十多年，一出生就背負欠錢的原罪，偶爾還要被嘴對不起台灣人，這不都是1450主子造成的嗎
200,gunng,去年一堆人喊高雄不需要什麼高端產業 要救的底層人民的感受
201,sharkimage,https://i.imgur.com/ZjZH7np.jpg
202,danielww,https://youtu.be/rPoaZdZ6A2E?t=15https://youtu.be/KKGX00cDPBM小英的部長 vs 幹話王 誰對高雄有心 ?!https://i.imgur.com/rrTUjU4.jpghttps://i.imgur.com/b2mmZEm.jpg
203,nightyao,78沒上就不給橋科（有誰進駐？）喔，民進黨要綁架高雄市民嗎？難怪被笑綠色共產黨。
204,mortleo,明明兩邊都沒出來選，眼中只有陳菊
205,bear701107,某樓是說韓當選後橋科沒啟動？選前一堆人在笑工業4.0 選後還有人說賽馬場比工業4.0還要有產值 韓粉很好笑喔
206,azure,橋頭規劃根本笑話
207,brepus,跟台灣人道歉喔吳子嘉當時有說前面新潮流不肯幫其邁。後面發現民調不夠才比較努力
208,conanhide,總統本來就不是想幹啥就幹啥呀
209,F93935,你以為是共產黨喔，書記說的算
210,Tamama05,北京中央
211,straggler7,行政院長
212,anper,如果韓可以當選，基本上國會過半也不會太難
213,auk9,高雄請假市長說高市建設現在空轉 科科連結兩個私人企業 要政府出資 也是一個騙子啦
214,yw1002,那他變成烙跑市長也是因為沒有全力爭取了還是國家機器逼他請假去年有沒有說當選後全力爭取作好作滿
215,GameGyu,酒鬼本來就不是想幹啥就幹啥呀就喊爽的
216,jessicali,爭取白己不請假到底什麼意思
217,pponywong,然後會說在野黨卡韓
218,apple00,蓋什麼纜車 蓋大佛剛彈啊
219,sofaly,突破盲點了
220,bkebke,當選後換高雄卡韓
221,hoberg,又在吹哨子壯膽
222,heyd,五樓被肛到趴
223,to1322,文字獄更嚴格了
224,charliet,穩了，穩死了
225,plutox,中國或成最大淫娃
226,frtwwilo,哈哈哈 穩死的
227,LITTLEDENNY,五樓真爽
228,Ladios,是很穩啊 穩死
229,summersha,阿共惦惦啦
230,rscs,穩了
231,sakula0616,明居正表示  除非改掉現行體制(共產)所以結論是六穩做不到
232,citima,舔共的都該看清楚
233,dream01212,穩死囉
234,greg7575,穩死
235,GW1014,穩到死
236,bybe,穩死
237,AUwalker,商被黨吸乾了，接下來就是官了
238,kyoiori100,口號倒是蠻會喊的
239,KATPING,穩了    穩了
240,moonlind,正常人是不會舔的 會舔的通常是之前舔現在想不舔都不行 只好找替死鬼那種
241,panzerbug,美帝都認輸了，中共贏了啦
242,qk3380888,穩了！
243,kinmengon,穩個屁啊！跟某韓粉一樣老是說穩了
244,KCKCLIN,柯:笨蛋 要三角形
245,cpcpao,中或淫維穩就維穩 講一大堆屁話
246,schooldance,穩死
247,Kikoro,穩死
248,faint7606,穩死啊
249,popy8789,穩死了
250,fifi0828,中共越缺的東西 就越會強調
251,chules,可能也不好達到
252,G8AJ,沒有台灣價值 要怎麼穩
253,nicke,穩死的
254,sid3,人民幣狂貶又豬瘟鼠疫需要進口糧食
255,yiersan,26還不革命 真傻
256,ak904,"六穩：穩趴,穩亂,穩輸,穩倒,穩死,穩滅."
257,Ornette,柯屁表示小波浪而已
258,kis28519,穩死
259,ken1325,穩死
260,nowitzki0207,自慰新聞，不知道中國有多強大嗎
261,VVax,支那穩中求勝 贏定啦！
262,neko0624,小粉紅氣氣氣氣氣氣
263,awesomeSS66,可撥泛藍大小黨都還想把台灣跟中國綁一起
264,jkmeiya,幫高調
265,Cersei,穩穩的死去 讚啦
266,k3o5l6bj,穩死
267,houu,穩死的
268,mudee,穩了  穩被印度肛
269,bala73,穩到死慘慘
270,SamuelLuo, 虫国穩死
271,gossipboy060,高調
272,grugru,一堆1450開心，結果明年看到7%大崩潰
273,darknote,7%有可能 不過是CPI
274,crtzeng,不穩才有加錢，賺錢領導越維越不穩
275,ishowhand,跟韓導一樣穩 台灣萬歲
276,viral77321,穩死
277,potionx,紅利用完了  中共經濟專家都說保4爭5了明年保4爭5  勢在必行
278,a856445,明年有7％？還不快歐印，笑死人
279,raku,穩字一出....就涼了
280,jims123,求死吧
281,OGCed,垃圾支那吃屎
282,gerg,維穩啊……
283,billy5588tw,穩死的 哈哈哈哈
284,blowchina,大紀元到底是清流還是？常常跟報別間媒體都沒報的消息阿XD
285,coga4712,-1
286,GGrunrundela,死禿頭也來玩加分廢文？
287,charliet,佳分草包？
288,F93935,砂石王子 不是嗎？
289,juicylove,自己都知道是草包了 2300萬人選一個草包當總統幹嘛
290,em4,韓導真性情
291,wn7158,可以，加分完，29分
292,p101422,色情照片不是證實是自己人嗎？
293,p101422,https://pse.is/NPAQV
294,ak904,加87分
295,genesiss,酒駕撞死人不算殺人喔?
296,AWPER,過氣禿頭
297,sakula0616,砂石駙馬啦 草包完全靠李家崛起
298,poolknight,已經扣了87分，不能加，非常sorry
299,popy8789,終於知道朱立倫自認剪綵王的精髓了
300,chao0210,死禿頭也來玩加分廢文？
301,steven0503,無聊
302,danielww,https://youtu.be/ZDrMliX2s9I?t=29鬧笑話 讓我們繼續看下去https://i.imgur.com/HtAVDH7.jpg
303,danielww,演很大 讓我們繼續看下去 ~~
304,abbjesper,史上最會撈錢的草包
305,arck,草包無誤
306,DreamYeh,色情照片是你自己人弄得= =
307,justice2008,台商無息貸款7000億也是有投資啊= =小英都要征服宇宙了 你幹嘛這樣= =
308,tchialen,資金回流甘我屁事 說不過就亂扯明明這裡討論A 馬上拉B救援
309,imkoalatw,好了啦，國台辦都放棄了
310,sakula0616,新北市長表示有破千億投資
311,sakula0616,侯友宜完全把你打臉
312,anper,不知道哩工蝦？你很韓國瑜耶邏輯韓國瑜，文章韓國瑜，全身上下韓國瑜無一不散發韓國瑜的味道
313,tomchow76,韓粉的邏輯  都這麼好笑嗎XDDD
314,fday,蟑螂幫噓感謝
315,gzliu,蟑螂幫噓感謝
316,icps,
317,eeveelugia2,挺韓真可憐
318,otto6205,你是大水庫理論的信徒吧
319,tofukingkion,喔，繼續活在你的世界，侯市長你要不要批一下
320,to1322,如果蔡英文跟當時馬英九一樣標準，一直換法官換到自己想要的，利用東廠特偵組教唆辜仲諒做偽證，一直玩羈押這種方式，馬早就關到漏尿了
321,conanhide,你韓粉？
322,r250fx,有同感，支票小英也不惶多讓啊～
323,auk9,兩個私人企業要政府出資 也是騙子才說的出口吧
324,bear701107,這ID不意外啊呵呵
325,CenaC,整個版能戰的dpper這麼少?  出來辯護啊bear701107: 這ID不意外啊呵呵   你就這樣?你也不意外啊  沒料就只能罐頭推文
326,brepus,陳我挺不下去阿 呂孫綾dpper挺得下嗎？你拿排名不同的不分區來比用意在哪?難道dpper的第四名有比黃國昌好
327,brepus,我又不是淡水人 原來你挺的下呂孫綾阿https://i.imgur.com/KPHb9BO.jpgdpper有因為第四名比別人差 去挺時代嗎？沒有的話 笑台民黨 自己也沒做到阿 笑死
328,brepus,蔡英文無腦捧跟推薦呂孫綾 怎不見dpper反彈。
329,brepus,偏偏有兩黨支持者罵台民 又跑去投藍綠阿
330,abram,柯p最強的武器 是包容
331,peterw,慢點，現在不是民眾黨在跟時力比嗎？關DPP啥事？DPP和KMT有多爛大家都知道了啊
332,peterw,工三小？不是時力第四比民眾第四？或是民眾黨第五比時力第五嗎？要改跟DPP比你要先講啊
333,pr1nK2bAi,噁心嘔嘔嘔嘔
334,ybz612,關我屁事
335,js52666,嘔嘔
336,Dinenger,肥豬
337,scelerisque,五樓被四叉貓肛還被中出
338,andy02,看到5樓跟6樓在裡面
339,BlueBird5566,看到蘇貞昌在裡面
340,kenichisun,電梯內有攝影機，白癡什麼？
341,fday,黨意凌駕一切是在哈囉？
342,notea,阿北的新政治 懂?
343,F93935,當然是民進黨交出戰犯，謝俊州個人行為
344,stocktonty,就一群專反蔡政府的集合啊
345,peterw,超越藍綠的柯學你不懂啦
346,cttw19,過五趴取得下屆總統門票
347,bear701107,那這樣就跟當初時力是一堆反藍的集合一樣 只是當初時力人選不錯 TMD都收一些阿薩布魯的 現在還挺藍 不就小藍
348,greedypeople,其實台灣很早就有柔性政黨...新黨看看他們大概想像得到TMD未來
349,dslite,雞腸鳥肚黨
350,dslite,新政治粉又來比爛了到處蹭到處切真是好棒的新政治呢
351,rockyegg,那切割蟑螂超神速的民進黨是什麼政黨阿?
352,hoberg,政黨倘若還是以前的定義，那給國民兩黨繼續玩就好了，要翻轉現在的窘境，思維就要有所不同
353,alovesunsun,民眾黨就是爲柯p一人選總統的政黨，哪邊票比較好挖就往哪蹭
354,KEYSOLIDER,要阻止科批繼續亂台灣 就是投時力了只要台民一席都沒有就成功
355,Ornette,意義是在騙票啊，會投的都是智障認證
356,goldleft,有票就蹭 沒票翻臉 檳榔柯的新政治
357,threebig,tmd就是柯要拿總統門票而組的 體諒一下
358,fnb10803,亂七八糟的政黨
359,lastpost,新政治就是黨員想幹嘛就幹嘛
360,KBoy,現在是看我們神奇三角形看不起速不速
361,vincentkuo,組黨的意義只是為了讓柯選總統
362,oxoxx,投時力就好了啊，搞那麼複雜做什麼
363,no1361,國.民也4
364,sharkimage,https://i.imgur.com/wGyz4IY.jpg
365,crusaders811,很多人算了，但阿北好像看不懂，都怪陳菊韓國瑜落跑都是陳菊害的
366,Yehpin2823,TMD垃圾舔共黨意外嗎？柯韓一家親 一家都戲精
367,antilibra,"    專反蔡政府?   還有區域候選人""熱心支持者""掛跟蔡的P圖合照嘞價值  理念?   哪是啥?"
368,smisfun,切割啥？有像卡神一樣說不認識嗎？是在哈嘍？
369,fifi0828,柯主席也管不到黨員啦
370,jack14002,都被陳明義切割了 哈哈哈 UCCU謝俊州可悲 兩邊都被切
371,jun1981,就是為了cf 你還不知道 是在哈囉
372,aifighter,你得到他了
373,cruelgentle,https://i.imgur.com/TTf1PLe.jpg
374,cruelgentle,https://i.imgur.com/OJWRQsh.jpg
375,yoshiringo,我覺得韓國瑜會變成幹話王= =
376,yoshiringo,"舊的政見都還沒有兌現,就開新的政見我覺得韓國瑜會變成幹話王= ="
377,cystal,他也只是喊爽的 這麼認真看
378,sakula0616,佛覽其實可以發展 這觀光客很夠重點是他明年就不是高雄市長了XD
379,bgp895405,不要懷疑，他就是草包喇叭嘴
380,togmogo,http://i.imgur.com/FZNQfqr.jpg
381,monitor,把高鐵延伸過去快一點
382,ironaxe,把外匯存底當郵局存簿的腦袋，別當真
383,ABQ66,他沒說錯啊 105年有1000萬啊看錯 sor
384,toshizo,反正沒白紙黑字，隨便說說就好
385,toshizo,看來韓導又張嘴了
386,anper,ABQ其實一開始我也跟你一樣看錯XD
387,fnb10803,剩張嘴
388,straggler7,他是說　若蓋起來　一年估計有一千萬
389,eeveelugia2,反正再幾個月這爛貨就會被罷免了 他現在講什麼幹話都不用理
390,bigchun,他是不是忘了他是市長？不能直接作？？
391,o760823,他現在不是市長嗎？不能做？
392,soyghcg,你太小看佛光山
393,wantshithole,###@ 何必跟這種人認真呢 @###
394,scores,你說不還就不還喔不過話說 香港台灣應該也有機會爭所有權香港的地比台灣更少 籠民真的很恐怖光居住這一點 香港底層民眾需要負更多代價
395,F93935,當年柴契爾被逼還的時候早就有共黨建立共英聯合政府，準備交接了，你以為英國能幹嘛理論上要還也只有新界地區，港島跟九龍是永久割讓
396,hoberg,資進黨只關心反送中，執政四年有關心過香港其他議題嗎
397,Chia2323,當初說什麼權狀這我們這 誰鳥你
398,ciswww,看定義，不然英國貧窮率也是20%
399,lion198,80%
400,gzliu,https://bit.ly/35mwmLO
401,MIROS,香港人均比台灣多很多，iphone價錢可是一樣
402,bear701107,韓都感謝柯的讚聲了 柯fen又在裝傻
403,bear701107,說國民黨的就說個人談話 說民進黨的就黨政媒聯合 哇柯韓真的本一家 小藍現在都沒在演了
404,hoberg,難道要去站資進黨的臺嗎？？？又不是自甘墮落
405,justice2008,不然你要投KMT?DPPer:不爽不要投
406,flysonics,你知道的太多了
407,purplebfly,"柯韓都互相唱和了,還在帶風向??你不喜歡的話題都別人在帶風向??DPP叫高雄人道歉那幾十篇的文章,你怎麼不說"
408,slimu0001,原來站kmt的場就不叫自甘墮落，mg149跟器捐案，kmt打柯也沒在手軟的，怎麼現超舔kmt就沒事，柯粉還很開心
409,slimu0001,國民黨當初動用政府資源追打柯文哲叫個人談話，洗白kmt會不會洗得太噁心啊
410,syura945,柯就是要搶民進黨的票  裝個屁
411,Anvec,你問柯吧 其實程度差很多一個是民代個人跟談話性節目在質疑一個是組織的 黨政媒外圍側翼網軍聯合作戰這兩個事件經過 柯文哲的態度轉變就知道了
412,Anvec,柯文哲的態度轉變那麼大 就知道他現在比較討厭誰 也可以說明誰的做法特別無恥
413,loki94y,乾個屁？ 有切乾淨吃屎柯糞能洗兩三百篇喔？
414,Albert666,支持舔共黨 v.s 卡神 秒選反共拒投舔共黨
415,hank7218,不愛看的都是帶風向，愛看的洗100篇都嫌少
416,EggAcme,好可憐
417,rocklorl,仙女姐姐都說可投丁丁了，深綠丁粉耶。不過有台灣價值，所以妙菸粉全無視。
418,DarkerDuck,你這樣嗆待會是準備收私訊被出征嗎???
419,david190, 為黨謀私 比較重要 人民去死吧
420,duringduring,沒想到蟑進黨這麼髒
421,THAO168,指控要證據
422,newlances,你沒台灣價值啊
423,sharkimage,https://i.imgur.com/6T2qqWX.jpg欠債都解釋不清的政黨
424,justiceyes,八卦蟑螂日常，不用認真
425,james732,不然你要投給韓國魚ㄇ
426,andy02,只能推這篇了
427,bear701107,2022年再來看看啦
428,Ben40,總統給她啊 政黨票洗洗睡
429,hugh509,台中派系哩，只靠派系差那麼多票?全翻盤?
430,aggressorX,DPP真以為自己很行 瞎貓碰到死光頭
431,justice2008,不然你要投KMT?
432,F93935,好 討厭民進黨 票投韓國瑜
433,pitalvlu,以訟止謗 你不要刪
434,puma20055,哈哈，憋了很久膩。
435,Ornette,如果反滲透法過了你要不要自含
436,uuuu120,dpp只有領先就開始傲慢 開始分贓
437,ssw0929,某謀真的帶賽
438,icui4cu,就做得不好被人民淘汰
439,goldleft,前幾年總統支持度檳榔柯還最高咧
440,johnhahaha,推
441,lazycat5,砲火真猛~~
442,wugi,領先開始傲慢 快輸就請網軍
443,cijaytheone,黑人怎麼抹...黑...？
444,stocktonty,高雄也是陳菊放著派系不管陳其邁一副穩贏的嘴臉 官位都分好了到後面發現情況不妙已經來不及了最早察覺台中高雄不妙的是誰? 阿扁啦!整個民進黨比不上阿扁一個人 超廢
445,stocktonty,台中本來就看縣區臉色 14.18完全證明
446,stocktonty,台中 縣區就關鍵游離票啊一來一往20萬這邊+10 另一邊-10 就差20萬了
447,stocktonty,所以台中的票根本就10萬換過去另一邊上次80:60 這次還是80:60
448,greedypeople,你可能LAG了 12/31應該會開會審前幾天館長跟立委們的直播有提到
449,rocklorl,如果這次是朱出來選，蔡CF就頭大了
450,sharkimage,推
451,haniah,投時代力量阿
452,AGODC,不能質疑民進黨的爛，不然你會變中共同路人喔
453,AGODC,民進黨當時膨脹到都敢去硬喬北農總經理，厲害了我的黨套在民進黨上也剛好而已
454,AGODC,民進黨應該是在準備拍台灣人謝對不起的影片了
455,sbflight,111的道歉影片 民主退步黨拍好了嗎
456,bluerinoa,天啊！還在裝睡啊！
457,ga652206,你說花媽嗎
458,ga652206,全台灣都對不起民進黨
459,ga652206,蟑螂頭跑路現在蟑螂回防都好慢 ㄏㄏ
460,Daedolon,難道你要變中共同路人？？
461,hoberg,黑龍的輸更關鍵是在軍公教的年改上，去年的軍公教團結到你不敢想像，整個台中幾乎每個行政區都被催出來投票
462,Rsew,綠共蟑會說是柯p的錯
463,vingfing,未看先猜蟑螂來了，看了才知道真的來了
464,vingfing,看到開蟑聖母又出現帶領智蟑螂來抹了
465,sss1524,謙卑再謙卑 哈哈哈
466,snowsdream,現在妙菸cf聽不慣的都不能說了？
467,subi,"DPP也不想想2014年如果不找柯出來選市長有誰可以出來選贏連2018年派姚出來, 甚至喊寧願選KMT也不選柯結果呢? 現在呢? 還在一天到晚說蹭"
468,polo608,綠霉不用到選舉就開始抹屎了
469,a4302f,你活在過去？白蟑螂進攻囉
470,nightyao,9樓真急，總統用社維法抓對牠選情不利的民眾，硬是要演法院認證37菸，秘書長散網式告罵牠的民眾，不就是以訟止訟！
471,mortleo,制裁DPP，粉身碎骨在所不惜
472,initiate73,柯p也很爛
473,Yofe,同婚 年改你都忽略欸 自命清高的左膠
474,justiceyes,這種可受公評之事，是想吉什麼？
475,MisterBoar,小丑互助會
476,cutbear123,疼惜柯文哲票投韓國瑜
477,shengyeh,韓去選總統是因為高雄財政 XD果然是智商157
478,sid3,惺惺相惜
479,luche,所以一開始就想選總統
480,luche,所謂一堆中央稅的建設還不都用在台北 北市怎不吐出來
481,CelicaGT,當大家白痴 沒眼睛看就對了
482,cijaytheone,欠債太巨 烙跑有理！雙巴掌啪啪！
483,nidhogg,真的是69起來，兩個老噁男
484,boogieman,柯韓一家親  果然都是在國台辦底下做事的 交叉火力掩護
485,F93935,不會生牽拖厝邊
486,crazypower,白白：泛藍聯盟（這次沒白賊了）
487,andy02,柯就2邊酸 草包也想太多了
488,Sougetu,推推，北柯南韓救臺灣TMD跟KMT一定要過半蟑螂要氣急敗壞的來噓囉
489,rustic5566,柯2邊酸 結果韓跟菸粉以為在稱讚XD
490,f78507851,財報明明2420億 3300億是怎算的含預算?
491,jack14002,菊維拉來囉 現在高雄市長是誰？
492,newti,柯文哲搞政治動作 真的很拙劣
493,soulism,"稅在台北繳,台北當然就有錢"
494,nitu2009,韓國瑜就不要舉債，看你怎麼做公共建設
495,ayann718,有柯學價值
496,azytjr,把財務搞爛，這叫愛台灣，笑屎https://i.imgur.com/lQ8r8iJ.png
497,azytjr,https://i.imgur.com/z54jilG.jpg
498,henry55566,柯越來越令人作噁
499,inlanyu,就去年柯文哲搭上蔡衍明 配合中天 把高雄負債灌水 猛打高雄負債幫韓國瑜助選早就串通好了 現在又出來幫韓國瑜護航不過是想故技重施而已
500,inlanyu,韓國瑜市府要花大錢或舉債時 自己都講負債2400多億 但是當要哭窮或向中央要錢時就突然變成負債3300億了  高雄的負債多少都隨韓國瑜和柯文哲兩個人嘴東嘴西的用途不同 灌水或減少伸縮自如囉XDDD 這個叫柯學XDDD
